ts_code,trade_date,open,high,low,close,change,pct_change,vol,amount,amplitude,exchange_rate
688111,20240401,291.5,311.95,290.51,306.44,15.44,5.31,40874,1230227527.0,7.37,0.89
688111,20240402,302.59,305.59,298.26,300.9,-5.54,-1.81,26052,784241174.0,2.39,0.56
688111,20240403,301.0,301.8,282.22,285.0,-15.9,-5.28,47187,1355794611.0,6.51,1.02
688111,20240408,281.0,288.0,277.99,283.69,-1.31,-0.46,28347,804957730.0,3.51,0.61
688111,20240409,282.66,285.0,279.19,284.18,0.49,0.17,17873,505700722.0,2.05,0.39
688111,20240410,283.93,283.99,276.02,282.08,-2.1,-0.74,28671,802065536.0,2.8,0.62
688111,20240411,281.0,290.8,279.16,287.76,5.68,2.01,30518,877100526.0,4.13,0.66
688111,20240412,290.03,300.15,290.03,295.99,8.23,2.86,34460,1023271068.0,3.52,0.75
688111,20240415,296.0,298.5,290.7,295.21,-0.78,-0.26,22927,676035181.0,2.64,0.5
688111,20240416,291.51,296.77,285.01,285.01,-10.2,-3.46,32879,951701610.0,3.98,0.71
688111,20240417,287.6,290.9,284.24,289.22,4.21,1.48,26562,764507366.0,2.34,0.58
688111,20240418,286.0,291.99,281.56,286.81,-2.41,-0.83,26244,756383967.0,3.61,0.57
688111,20240419,284.0,287.79,272.61,276.24,-10.57,-3.69,35693,991955779.0,5.29,0.77
688111,20240422,270.51,279.85,261.01,276.5,0.26,0.09,33888,929365500.0,6.82,0.73
688111,20240423,277.99,288.79,274.05,285.75,9.25,3.35,26765,755523976.0,5.33,0.58
688111,20240424,293.0,305.67,286.74,304.7,18.95,6.63,41274,1224144803.0,6.62,0.89
688111,20240425,301.0,302.8,296.11,297.01,-7.69,-2.52,25653,766438344.0,2.2,0.56
688111,20240426,300.0,314.61,297.86,311.5,14.49,4.88,33642,1042593367.0,5.64,0.73
688111,20240429,314.0,323.6,311.55,314.0,2.5,0.8,36748,1166243721.0,3.87,0.8
688111,20240430,314.0,317.8,309.36,310.0,-4.0,-1.27,20018,625725496.0,2.69,0.43
688111,20240506,314.51,324.42,309.79,313.0,3.0,0.97,36044,1146518037.0,4.72,0.78
688111,20240507,310.07,313.0,292.1,297.0,-16.0,-5.11,48764,1464910297.0,6.68,1.06
688111,20240508,298.01,298.01,289.35,293.66,-3.34,-1.12,32552,950019068.0,2.92,0.7
688111,20240509,292.5,299.19,289.0,296.85,3.19,1.09,42937,1262822932.0,3.47,0.93
688111,20240510,296.85,299.83,289.2,291.55,-5.3,-1.79,25278,738772180.0,3.58,0.55
688111,20240513,288.05,298.23,285.81,292.5,0.95,0.33,30072,877004853.0,4.26,0.65
688111,20240514,295.0,295.0,278.82,282.0,-10.5,-3.59,51681,1459517147.0,5.53,1.12
688111,20240515,283.02,283.02,276.36,278.59,-3.41,-1.21,15732,439944775.0,2.36,0.34
688111,20240516,282.0,283.9,279.5,279.5,0.91,0.33,21721,611548421.0,1.58,0.47
688111,20240517,277.0,281.88,276.3,281.08,1.58,0.57,15195,425036723.0,2.0,0.33
688111,20240520,281.08,293.69,279.3,292.99,11.91,4.24,37131,1076744790.0,5.12,0.8
688111,20240521,291.79,295.8,288.6,291.09,-1.9,-0.65,17214,501849211.0,2.46,0.37
688111,20240522,291.09,291.15,285.1,288.0,-3.09,-1.06,15191,436713393.0,2.08,0.33
688111,20240523,285.15,289.89,278.0,281.0,-7.0,-2.43,31188,877064649.0,4.13,0.68
688111,20240524,279.12,281.31,268.5,272.5,-8.5,-3.02,32366,883842319.0,4.56,0.7
688111,20240527,272.74,272.89,262.17,266.1,-6.4,-2.35,46670,1238133390.0,3.93,1.01
688111,20240528,266.03,270.98,261.6,265.1,-1.0,-0.38,21117,561440737.0,3.52,0.46
688111,20240529,264.5,267.29,258.58,260.61,-4.49,-1.69,30203,789998620.0,3.29,0.65
688111,20240530,260.5,262.0,254.55,259.8,-0.81,-0.31,26119,676212081.0,2.86,0.57
688111,20240531,259.8,263.88,258.1,258.8,-1.0,-0.38,21979,573554479.0,2.22,0.48
688111,20240603,259.36,268.6,257.0,263.75,4.95,1.91,29913,789164328.0,4.48,0.65
688111,20240604,261.62,267.85,261.05,266.98,3.23,1.22,26480,700911319.0,2.58,0.57
688111,20240605,266.14,272.88,265.96,267.78,0.8,0.3,24584,663428456.0,2.59,0.53
688111,20240606,267.81,270.43,264.5,266.04,-1.74,-0.65,19029,507905995.0,2.21,0.41
688111,20240607,266.4,266.8,256.5,258.57,-7.47,-2.81,32172,835763168.0,3.87,0.7
688111,20240611,257.71,263.5,255.57,262.95,4.38,1.69,21911,568120661.0,3.07,0.47
688111,20240612,263.1,271.8,262.57,264.06,1.11,0.42,25298,675644366.0,3.51,0.55
688111,20240613,264.48,269.5,260.14,267.5,3.44,1.3,21336,565683444.0,3.54,0.46
688111,20240614,267.6,273.68,264.11,271.22,3.72,1.39,38270,1032462132.0,3.58,0.83
688111,20240617,271.0,271.0,257.04,259.2,-12.02,-4.43,46243,1205093921.0,5.15,1.0
688111,20240618,260.5,262.56,257.33,259.4,0.2,0.08,24437,634286532.0,2.02,0.53
688111,20240619,260.09,260.09,246.01,246.55,-12.85,-4.95,50172,1251593113.0,5.43,1.09
688111,20240620,248.0,251.49,245.35,247.25,0.7,0.28,29386,730250634.0,2.49,0.64
688111,20240621,246.0,249.5,242.56,247.77,0.52,0.21,30442,746344237.0,2.81,0.66
688111,20240624,247.69,252.9,246.0,246.48,-1.29,-0.52,29129,726152069.0,2.78,0.63
688111,20240625,245.0,247.0,238.5,240.0,-6.48,-2.63,27566,666383930.0,3.45,0.6
688111,20240626,240.9,251.99,238.94,249.9,9.9,4.13,32978,810345591.0,5.44,0.71
688111,20240627,249.6,251.55,245.03,245.63,-4.27,-1.71,19905,491893787.0,2.61,0.43
688111,20240628,243.8,245.74,226.0,227.5,-18.13,-7.38,71337,1662503651.0,8.04,1.54
688111,20240701,228.0,228.0,204.5,205.0,-22.5,-9.89,88438,1864819091.0,10.33,1.91
688111,20240702,206.52,206.52,197.66,200.02,-4.98,-2.43,61457,1232841438.0,4.32,1.33
688111,20240703,199.86,200.52,191.5,198.15,-1.87,-0.93,56646,1110871547.0,4.51,1.23
688111,20240704,198.78,199.58,191.41,191.42,-6.73,-3.4,38046,738720974.0,4.12,0.82
688111,20240705,191.0,198.83,188.53,197.66,6.24,3.26,49784,964113582.0,5.38,1.08
688111,20240708,197.66,200.78,190.6,193.0,-4.66,-2.36,45981,893957148.0,5.15,1.0
688111,20240709,192.06,195.36,189.25,194.01,1.01,0.52,51802,993308425.0,3.17,1.12
688111,20240710,193.5,195.3,186.53,187.33,-6.68,-3.44,42838,813095410.0,4.52,0.93
688111,20240711,190.42,193.57,187.14,191.38,4.05,2.16,46329,882078908.0,3.43,1.0
688111,20240712,191.1,191.77,187.35,191.0,-0.38,-0.2,28819,547908073.0,2.31,0.62
688111,20240715,190.68,190.68,185.88,187.62,-3.38,-1.77,28891,542237843.0,2.51,0.63
688111,20240716,186.9,196.4,185.63,195.36,7.74,4.13,54795,1050471850.0,5.74,1.19
688111,20240717,195.28,202.97,195.23,196.9,1.54,0.79,52286,1037476806.0,3.96,1.13
688111,20240718,194.9,201.49,193.0,199.2,2.3,1.17,46192,912280638.0,4.31,1.0
688111,20240719,197.8,204.95,197.5,203.48,4.28,2.15,53099,1074349583.0,3.74,1.15
688111,20240722,207.96,215.15,204.05,208.24,4.76,2.34,67925,1423662777.0,5.46,1.47
688111,20240723,207.51,209.68,201.09,201.2,-7.04,-3.38,39527,810596023.0,4.13,0.85
688111,20240724,201.26,203.88,194.11,194.69,-6.51,-3.24,36598,723075717.0,4.86,0.79
688111,20240725,194.68,199.71,192.04,195.78,1.09,0.56,30757,602411273.0,3.94,0.66
688111,20240726,196.34,199.59,194.46,195.4,-0.38,-0.19,20464,401471258.0,2.62,0.44
688111,20240729,194.5,196.4,193.29,194.16,-1.24,-0.63,18779,365255743.0,1.59,0.41
688111,20240730,194.16,195.07,189.22,193.72,-0.44,-0.23,26472,508602897.0,3.01,0.57
688111,20240731,193.3,211.3,192.53,210.64,16.92,8.73,61901,1272873714.0,9.69,1.34
688111,20240801,211.0,212.0,198.8,202.8,-7.84,-3.72,50269,1025540037.0,6.27,1.09
688111,20240802,199.88,205.5,199.29,200.15,-2.65,-1.31,35983,725116126.0,3.06,0.78
688111,20240805,199.08,205.96,197.05,197.5,-2.65,-1.32,35041,704786854.0,4.45,0.76
688111,20240806,201.0,204.26,197.6,201.02,3.52,1.78,33161,663366829.0,3.37,0.72
688111,20240807,202.0,202.8,196.3,199.53,-1.49,-0.74,28029,559250321.0,3.23,0.61
688111,20240808,197.01,201.98,194.5,197.48,-2.05,-1.03,27020,533172843.0,3.75,0.58
688111,20240809,197.48,200.31,193.56,194.23,-3.25,-1.65,25081,490341754.0,3.42,0.54
688111,20240812,193.0,193.88,189.89,192.47,-1.76,-0.91,23014,441099269.0,2.05,0.5
688111,20240813,192.47,193.36,189.5,192.3,-0.17,-0.09,28699,547705540.0,2.01,0.62
688111,20240814,191.6,193.28,188.25,188.25,-4.05,-2.11,32269,614949995.0,2.62,0.7
688111,20240815,187.51,194.48,187.09,192.55,4.3,2.28,35671,682807710.0,3.93,0.77
688111,20240816,192.11,193.39,188.57,189.67,-2.88,-1.5,25534,486178700.0,2.5,0.55
688111,20240819,189.12,198.93,189.12,196.0,6.33,3.34,45176,888281719.0,5.17,0.98
688111,20240820,195.5,197.72,190.17,191.15,-4.85,-2.47,28303,548171534.0,3.85,0.61
688111,20240821,189.03,192.58,185.17,188.7,-2.45,-1.28,42162,795140019.0,3.88,0.91
688111,20240822,188.7,195.6,186.66,187.71,-0.99,-0.52,35408,674871722.0,4.74,0.77
688111,20240823,187.04,192.0,187.04,189.8,2.09,1.11,23068,437838107.0,2.64,0.5
688111,20240826,189.8,194.89,187.27,190.0,0.2,0.11,33152,629307595.0,4.01,0.72
688111,20240827,189.04,189.34,180.78,181.3,-8.7,-4.58,51096,936281481.0,4.51,1.1
688111,20240828,180.79,182.0,176.8,178.0,-3.3,-1.82,32137,574681839.0,2.87,0.69
688111,20240829,177.03,185.5,176.67,181.62,3.62,2.03,31462,569931868.0,4.96,0.68
688111,20240830,182.49,186.0,181.22,182.21,0.59,0.32,67429,1242257105.0,2.63,1.46
688111,20240902,181.7,181.7,168.53,168.53,-13.68,-7.51,63066,1087245882.0,7.23,1.36
688111,20240903,168.3,174.5,167.18,173.72,5.19,3.08,50556,869486543.0,4.34,1.09
688111,20240904,171.8,177.7,171.8,174.57,0.85,0.49,33130,579575526.0,3.4,0.72
688111,20240905,175.38,178.88,174.44,174.8,0.23,0.13,23669,416487884.0,2.54,0.51
688111,20240906,174.31,175.24,169.8,169.8,-5.0,-2.86,20759,356600399.0,3.11,0.45
688111,20240909,168.61,171.1,168.61,169.6,-0.2,-0.12,21612,367022100.0,1.47,0.47
688111,20240910,170.08,180.5,169.1,178.51,8.91,5.25,42718,746224181.0,6.72,0.92
688111,20240911,177.01,186.5,176.65,183.67,5.16,2.89,60570,1108796589.0,5.52,1.31
688111,20240912,183.49,186.3,180.87,181.4,-2.27,-1.24,27960,510748617.0,2.96,0.6
688111,20240913,181.4,182.67,178.56,181.08,-0.32,-0.18,26164,472243533.0,2.27,0.57
688111,20240918,181.44,185.98,177.9,183.82,2.74,1.51,35575,647296067.0,4.46,0.77
688111,20240919,183.9,188.0,180.19,185.99,2.17,1.18,37542,694047747.0,4.25,0.81
688111,20240920,185.56,186.7,183.09,184.9,-1.09,-0.59,24007,442858962.0,1.94,0.52
688111,20240923,184.2,188.57,183.24,184.33,-0.57,-0.31,27724,515023130.0,2.88,0.6
688111,20240924,186.85,192.98,182.2,191.88,7.55,4.1,53052,999813488.0,5.85,1.15
688111,20240925,193.6,203.36,191.73,192.35,0.47,0.24,65395,1291289777.0,6.06,1.41
688111,20240926,193.0,205.5,190.6,205.47,13.12,6.82,53320,1056190816.0,7.75,1.15
688111,20240927,212.0,225.0,210.02,222.0,16.53,8.04,44268,956117080.0,7.29,0.96
688111,20240930,241.0,266.4,234.05,266.4,44.4,20.0,165941,4160711655.0,14.57,3.59
688111,20241008,319.68,319.68,294.02,316.86,50.46,18.94,174517,5420057915.0,9.63,3.77
688111,20241009,296.66,307.98,261.0,262.8,-54.06,-17.06,183291,5244983445.0,14.83,3.96
688111,20241010,269.0,285.0,260.33,266.6,3.8,1.45,109510,2991406548.0,9.39,2.37
688111,20241011,263.0,265.0,241.8,246.27,-20.33,-7.63,80219,2020998550.0,8.7,1.73
688111,20241014,246.25,258.8,236.01,255.77,9.5,3.86,81137,2010706336.0,9.25,1.75
688111,20241015,253.66,273.89,248.08,256.97,1.2,0.47,87280,2302993625.0,10.09,1.89
688111,20241016,249.91,256.97,249.0,253.9,-3.07,-1.19,52356,1324895626.0,3.1,1.13
688111,20241017,258.51,270.2,256.66,262.36,8.46,3.33,74400,1971814899.0,5.33,1.61
688111,20241018,258.69,299.0,252.5,284.5,22.14,8.44,105476,2861168894.0,17.72,2.28
688111,20241021,285.0,286.0,273.25,278.0,-6.5,-2.28,104284,2911852502.0,4.48,2.25
688111,20241022,274.5,274.5,264.17,266.99,-11.01,-3.96,78450,2101529477.0,3.72,1.7
688111,20241023,268.64,272.75,264.0,264.62,-2.37,-0.89,50989,1368525520.0,3.28,1.1
688111,20241024,260.01,268.6,259.26,264.69,0.07,0.03,36687,970446267.0,3.53,0.79
688111,20241025,263.52,266.33,254.56,264.5,-0.19,-0.07,59021,1538544457.0,4.45,1.28
688111,20241028,264.1,275.7,260.0,269.03,4.53,1.71,57609,1547463518.0,5.94,1.25
688111,20241029,268.0,272.74,260.0,260.93,-8.1,-3.01,47300,1259678162.0,4.74,1.02
688111,20241030,260.0,264.5,255.0,258.58,-2.35,-0.9,44070,1142201003.0,3.64,0.95
688111,20241031,258.58,266.5,254.91,257.53,-1.05,-0.41,50555,1310765840.0,4.48,1.09
688111,20241101,257.26,259.4,248.16,248.16,-9.37,-3.64,50102,1268303442.0,4.36,1.08
688111,20241104,248.98,252.9,245.0,252.49,4.33,1.74,32302,808996193.0,3.18,0.7
688111,20241105,252.99,276.99,250.05,276.04,23.55,9.33,79536,2125856015.0,10.67,1.72
688111,20241106,274.98,279.33,268.51,269.98,-6.06,-2.2,59804,1636855845.0,3.92,1.29
688111,20241107,269.0,285.0,266.34,282.5,12.52,4.64,62200,1709123997.0,6.91,1.34
688111,20241108,285.0,296.37,282.0,282.32,-0.18,-0.06,84274,2435972809.0,5.09,1.82
688111,20241111,283.02,309.89,283.02,296.9,14.58,5.16,111867,3344230020.0,9.52,2.42
688111,20241112,299.64,301.88,281.0,284.09,-12.81,-4.31,70527,2049539529.0,7.03,1.52
688111,20241113,281.0,326.0,281.0,313.0,28.91,10.18,145397,4432789665.0,15.84,3.14
688111,20241114,312.49,329.5,300.68,303.0,-10.0,-3.19,114119,3588542860.0,9.21,2.47
688111,20241115,300.02,315.2,286.0,287.88,-15.12,-4.99,105608,3170829791.0,9.64,2.28
688111,20241118,290.0,292.9,267.3,272.24,-15.64,-5.43,82522,2273888945.0,8.89,1.78
688111,20241119,274.3,282.0,268.0,278.99,6.75,2.48,48228,1322112037.0,5.14,1.04
688111,20241120,278.0,294.8,277.0,288.07,9.08,3.25,69217,1978036307.0,6.38,1.5
688111,20241121,294.5,321.78,289.5,313.11,25.04,8.69,109443,3356335730.0,11.21,2.37
688111,20241122,308.96,330.0,305.0,305.5,-7.61,-2.43,100846,3205803276.0,7.98,2.18
688111,20241125,313.0,316.6,285.05,293.72,-11.78,-3.86,82743,2434064153.0,10.33,1.79
688111,20241126,288.0,296.65,283.0,285.62,-8.1,-2.76,56463,1630771090.0,4.65,1.22
688111,20241127,283.0,302.11,273.38,300.5,14.88,5.21,78552,2229577125.0,10.06,1.7
688111,20241128,295.6,309.79,294.95,295.2,-5.3,-1.76,57871,1741865263.0,4.94,1.25
688111,20241129,294.0,303.0,290.0,294.74,-0.46,-0.16,63207,1872333767.0,4.4,1.37
688111,20241202,294.07,304.64,289.38,294.69,-0.05,-0.02,52126,1545146771.0,5.18,1.13
688111,20241203,294.96,297.91,287.0,290.4,-4.29,-1.46,43330,1261888164.0,3.7,0.94
688111,20241204,290.4,296.45,284.81,287.3,-3.1,-1.07,44528,1293787743.0,4.01,0.96
688111,20241205,290.5,306.68,290.5,302.0,14.7,5.12,92372,2785358869.0,5.63,2.0
688111,20241206,308.9,311.27,296.0,300.03,-1.97,-0.65,61489,1864424404.0,5.06,1.33
688111,20241209,303.0,315.0,298.59,312.6,12.57,4.19,77807,2393048548.0,5.47,1.68
688111,20241210,327.0,342.48,313.77,319.24,6.64,2.12,108638,3547374223.0,9.18,2.35
688111,20241211,317.64,335.0,314.0,333.01,13.77,4.31,70457,2299941237.0,6.58,1.52
688111,20241212,330.0,334.7,316.89,322.5,-10.51,-3.16,59580,1931616372.0,5.35,1.29
688111,20241213,318.37,326.98,311.77,313.81,-8.69,-2.69,52111,1661229012.0,4.72,1.13
688111,20241216,316.0,316.89,306.46,310.6,-3.21,-1.02,38459,1195492072.0,3.32,0.83
688111,20241217,309.43,318.68,308.2,310.14,-0.46,-0.15,42389,1323444679.0,3.37,0.92
688111,20241218,311.74,316.5,305.03,313.98,3.84,1.24,37488,1165852254.0,3.7,0.81
688111,20241219,310.04,318.0,306.35,309.16,-4.82,-1.54,45295,1406092185.0,3.71,0.98
688111,20241220,306.0,312.22,301.01,303.1,-6.06,-1.96,54555,1674419981.0,3.63,1.18
688111,20241223,304.0,305.18,291.77,292.35,-10.75,-3.55,62588,1855504784.0,4.42,1.35
688111,20241224,292.5,295.89,289.5,295.5,3.15,1.08,36693,1076208248.0,2.19,0.79
688111,20241225,294.59,296.88,285.5,288.33,-7.17,-2.43,42245,1220642165.0,3.85,0.91
688111,20241226,289.0,307.7,286.65,298.7,10.37,3.6,59165,1763725877.0,7.3,1.28
688111,20241227,298.7,311.9,297.8,304.16,5.46,1.83,73803,2258922463.0,4.72,1.6
688111,20241230,301.5,303.99,293.97,295.4,-8.76,-2.88,44108,1311507467.0,3.29,0.95
688111,20241231,295.99,296.99,286.0,286.39,-9.01,-3.05,43129,1251919480.0,3.72,0.93
